customer_id,monetary_value,frequency,last_invoice_date,recency,Cluster
12598.0,1385.01,3,2010-09-02 14:22:00,98,2
12599.0,1138.14,6,2010-11-23 15:49:00,16,3
12601.0,86.2,1,2010-10-31 10:57:00,39,1
12605.0,1124.95,3,2010-11-28 14:18:00,11,2
12608.0,415.79,1,2010-10-31 10:49:00,39,1
12616.0,381.8,1,2010-11-16 11:38:00,23,1
12619.0,140.14,1,2010-05-28 12:52:00,195,0
12629.0,1198.22,2,2010-11-19 09:18:00,20,2
12632.0,714.88,2,2010-07-07 09:39:00,155,2
12634.0,360.0,1,2010-06-09 15:41:00,183,0
12635.0,1115.23,2,2010-11-12 15:46:00,27,2
12638.0,169.8,1,2010-03-10 10:30:00,274,0
12639.0,706.27,2,2010-10-01 12:17:00,69,2
12644.0,1422.58,3,2010-10-05 10:23:00,65,2
12645.0,1584.1200000000001,4,2010-10-26 18:44:00,44,3
12648.0,738.95,3,2010-09-28 10:35:00,72,2
12649.0,1527.1399999999999,5,2010-11-22 12:57:00,17,3
12651.0,263.75,3,2010-11-26 11:58:00,13,1
12652.0,97.05000000000001,1,2010-10-01 15:16:00,69,1
12655.0,243.35000000000002,1,2010-10-12 09:17:00,58,1
12661.0,162.0,1,2010-09-29 16:46:00,71,1
12663.0,185.4,2,2010-03-25 09:40:00,259,0
12664.0,1028.16,2,2010-07-13 13:28:00,149,2
12665.0,214.6,2,2010-10-18 11:34:00,52,1
12666.0,1248.42,1,2010-11-10 16:40:00,29,2
12670.0,692.24,2,2010-11-19 10:05:00,20,2
12672.0,181.15,1,2010-04-23 09:57:00,230,0
12673.0,565.5,1,2010-11-03 10:46:00,36,1
12675.0,874.5,2,2010-06-04 09:49:00,188,2
12676.0,1241.7,4,2010-10-27 09:36:00,43,3
12677.0,359.1,2,2010-06-02 14:30:00,190,0
12686.0,71.14,1,2010-12-03 09:51:00,6,1
12691.0,116.6,1,2010-10-15 12:00:00,55,1
12692.0,110.95,1,2010-03-12 14:02:00,272,0
12693.0,703.11,3,2010-11-08 14:57:00,31,2
12694.0,901.68,1,2010-10-14 19:39:00,56,2
12695.0,789.02,3,2010-06-29 16:12:00,163,2
12696.0,731.91,2,2010-10-01 10:43:00,69,2
12698.0,285.75,1,2010-04-28 15:51:00,225,0
12699.0,566.11,1,2010-10-18 12:07:00,52,1
12701.0,1522.7,4,2010-06-28 13:44:00,164,3
12703.0,632.98,3,2010-03-16 13:22:00,268,0
12711.0,1213.05,2,2010-04-07 11:59:00,246,2
12717.0,227.93,1,2010-04-28 14:34:00,225,0
12721.0,1248.95,2,2010-11-19 15:13:00,20,2
12724.0,1160.11,3,2010-11-21 13:26:00,18,2
12726.0,1279.5,4,2010-11-17 16:59:00,22,3
12727.0,1464.8300000000002,3,2010-09-23 10:45:00,77,2
12728.0,197.84,1,2010-11-21 11:34:00,18,1
12730.0,703.25,1,2010-07-06 12:19:00,156,1
12734.0,493.25,2,2010-11-30 11:05:00,9,1
12738.0,137.35,1,2010-12-02 18:27:00,7,1
12739.0,1445.69,1,2010-11-10 14:27:00,29,2
12741.0,236.07,1,2010-06-24 16:24:00,168,0
12742.0,1201.52,1,2010-03-24 12:43:00,260,2
12745.0,723.85,2,2010-08-10 10:14:00,121,2
12746.0,254.55,1,2010-06-17 10:41:00,175,0
12751.0,268.27,1,2010-09-21 12:49:00,79,1
12760.0,317.8,1,2010-09-10 08:50:00,90,1
12761.0,712.95,1,2010-09-01 10:47:00,99,1
12763.0,320.08,1,2010-12-05 15:46:00,4,1
12765.0,1299.58,6,2010-08-24 13:51:00,107,3
12767.0,949.82,1,2010-11-29 09:38:00,10,2
12768.0,168.69000000000003,1,2010-09-15 12:08:00,85,1
12771.0,226.3,1,2010-08-11 11:51:00,120,1
12773.0,124.25,1,2010-05-24 17:30:00,199,0
12774.0,83.7,1,2010-06-22 10:38:00,170,0
12775.0,270.08,2,2010-11-16 15:14:00,23,1
12776.0,27.5,1,2010-02-10 12:11:00,302,0
12777.0,519.45,1,2010-09-08 11:35:00,92,1
12778.0,848.45,3,2010-11-08 10:51:00,31,2
12780.0,322.4,1,2010-04-20 09:40:00,233,0
12784.0,1034.33,1,2010-06-28 13:06:00,164,2
12785.0,648.45,2,2010-06-22 12:16:00,170,2
12786.0,668.5,1,2010-04-09 12:12:00,244,0
12787.0,380.52,1,2010-10-22 14:57:00,48,1
12788.0,384.9,4,2010-09-02 14:21:00,98,3
12789.0,148.5,2,2010-07-15 12:43:00,147,1
12790.0,251.92999999999998,1,2010-10-25 13:04:00,45,1
12791.0,656.83,5,2010-12-01 11:27:00,8,3
12792.0,370.47,1,2010-06-23 10:49:00,169,0
12793.0,387.85,2,2010-12-03 15:14:00,6,1
12796.0,351.0,1,2010-03-21 15:49:00,263,0
12797.0,468.08000000000004,2,2010-12-09 10:55:00,0,1
12798.0,1533.8899999999999,1,2010-10-14 12:27:00,56,2
12799.0,219.35,1,2010-06-28 15:57:00,164,0
12800.0,500.25,2,2010-08-26 14:11:00,105,1
12801.0,871.82,1,2010-07-27 09:38:00,135,2
12803.0,1017.81,1,2010-11-11 14:57:00,28,2
12804.0,327.02,2,2010-08-31 11:58:00,100,1
12805.0,1230.95,4,2010-11-23 12:27:00,16,3
12807.0,250.35,1,2010-11-21 14:21:00,18,1
12808.0,394.45,3,2010-12-06 10:27:00,3,1
12809.0,979.03,2,2010-05-23 11:08:00,200,2
12810.0,534.99,2,2010-06-23 10:53:00,169,0
12811.0,435.05,2,2010-11-26 09:49:00,13,1
12813.0,1621.8,3,2010-07-26 09:50:00,136,2
12817.0,444.94,2,2010-11-05 08:28:00,34,1
12819.0,540.52,1,2010-09-07 15:20:00,93,1
12821.0,128.07999999999998,1,2010-04-07 15:14:00,246,0
12825.0,518.63,2,2010-07-06 13:56:00,156,1
12826.0,1481.03,6,2010-12-09 15:21:00,0,3
12829.0,92.30000000000001,1,2010-06-07 15:04:00,185,0
12831.0,236.06,2,2010-09-02 16:00:00,98,1
12837.0,554.31,1,2010-05-19 15:10:00,204,0
12840.0,1315.2,3,2010-09-28 17:58:00,72,2
12842.0,799.0,2,2010-10-31 10:45:00,39,2
12844.0,322.64,2,2010-09-23 16:23:00,77,1
12847.0,765.36,1,2010-11-17 12:44:00,22,1
12848.0,208.0,1,2010-02-02 12:45:00,310,0
12850.0,330.0,1,2010-09-20 12:26:00,80,1
12851.0,148.95,1,2010-08-19 15:13:00,112,1
12854.0,1669.52,4,2010-05-27 16:54:00,196,3
12855.0,612.84,4,2010-12-02 09:37:00,7,3
12858.0,177.92,1,2010-11-21 12:55:00,18,1
12859.0,575.1,1,2010-09-07 12:20:00,93,1
12860.0,55.47,1,2010-01-15 15:22:00,328,0
12861.0,68.25,1,2010-03-30 11:39:00,254,0
12862.0,1008.3199999999999,2,2010-10-10 11:47:00,60,2
12864.0,152.45,1,2010-07-19 17:22:00,143,1
12866.0,593.23,2,2010-08-22 15:48:00,109,1
12868.0,640.0,3,2010-12-01 12:50:00,8,2
12869.0,337.66999999999996,1,2010-01-27 12:10:00,316,0
12870.0,1676.95,3,2010-11-29 13:42:00,10,2
12871.0,363.38,1,2010-09-26 10:34:00,74,1
12873.0,1653.3,2,2010-11-07 11:15:00,32,2
12874.0,873.42,2,2010-11-19 15:23:00,20,2
12875.0,1013.76,3,2010-08-25 14:35:00,106,2
12880.0,640.13,2,2010-11-23 10:50:00,16,1
12887.0,222.4,1,2010-11-21 11:18:00,18,1
12889.0,385.46000000000004,4,2010-11-23 16:08:00,16,3
12890.0,336.8,1,2010-11-17 14:06:00,22,1
12892.0,263.38,1,2010-11-08 09:51:00,31,1
12894.0,157.35,1,2010-05-13 14:47:00,210,0
12897.0,297.75,2,2010-11-23 13:29:00,16,1
12898.0,310.96000000000004,2,2010-09-02 08:08:00,98,1
12899.0,366.4,1,2010-10-22 09:53:00,48,1
12900.0,340.33,1,2010-10-13 15:17:00,57,1
12903.0,833.53,1,2010-10-07 12:39:00,63,2
12905.0,1018.42,2,2010-05-12 10:05:00,211,2
12907.0,508.91,2,2010-11-09 12:08:00,30,1
12908.0,1026.0,3,2010-11-24 09:29:00,15,2
12909.0,924.52,3,2010-10-11 09:44:00,59,2
12911.0,1680.47,1,2010-06-06 12:13:00,186,2
12914.0,223.98,1,2010-11-04 12:28:00,35,1
12915.0,811.1,3,2010-12-02 12:33:00,7,2
12916.0,1647.87,3,2010-09-23 11:57:00,77,2
12920.0,323.86,3,2010-05-17 12:57:00,206,0
12923.0,612.9,2,2010-11-14 13:16:00,25,1
12925.0,35.28,1,2010-04-26 10:32:00,227,0
12926.0,1548.08,4,2010-10-24 15:57:00,46,3
12927.0,197.31,1,2010-11-10 10:02:00,29,1
12933.0,1079.5,5,2010-11-24 17:11:00,15,3
12934.0,181.65,1,2009-12-03 10:51:00,371,0
12937.0,1593.34,5,2010-09-02 16:01:00,98,3
12941.0,377.49,1,2009-12-15 13:12:00,359,0
12942.0,258.75,1,2010-12-09 09:34:00,0,1
12943.0,496.5,2,2010-05-30 13:52:00,193,0
12945.0,437.16,1,2010-02-21 15:18:00,291,0
12946.0,324.45,1,2010-09-29 10:14:00,71,1
12947.0,304.04,1,2010-12-01 16:21:00,8,1
12948.0,252.48000000000002,2,2009-12-09 11:46:00,365,0
12953.0,498.96000000000004,1,2010-07-05 13:37:00,157,0
12954.0,162.45,1,2010-03-11 10:16:00,273,0
12956.0,413.82,3,2010-01-24 10:33:00,319,0
12958.0,539.49,2,2010-11-04 16:16:00,35,1
12959.0,150.95,1,2010-08-12 17:20:00,119,1
12960.0,1322.07,4,2010-10-22 09:31:00,48,3
12961.0,211.99,1,2010-11-25 16:44:00,14,1
12964.0,132.24,1,2010-09-28 17:47:00,72,1
12969.0,122.45,1,2010-04-16 10:50:00,237,0
12970.0,1071.67,6,2010-11-24 13:08:00,15,3
12972.0,1161.2,4,2010-10-22 08:41:00,48,3
12973.0,385.55,1,2010-10-22 10:14:00,48,1
12974.0,264.15,1,2010-05-23 11:45:00,200,0
12977.0,478.39,3,2010-07-26 12:34:00,136,1
12979.0,517.7,1,2009-12-10 15:45:00,364,0
12983.0,490.08000000000004,1,2010-04-20 12:58:00,233,0
12987.0,753.51,3,2010-10-15 13:48:00,55,2
12990.0,546.0,4,2010-10-18 08:56:00,52,3
12991.0,261.06,1,2010-11-15 13:43:00,24,1
12992.0,93.35000000000001,1,2009-12-14 16:46:00,360,0
12993.0,844.87,4,2010-09-20 13:09:00,80,3
12996.0,355.5,1,2010-11-29 09:27:00,10,1
12997.0,884.02,4,2010-11-10 12:16:00,29,3
12998.0,920.08,3,2010-08-04 08:05:00,127,2
13000.0,497.65000000000003,1,2009-12-14 17:03:00,360,0
13002.0,293.18,2,2010-10-19 12:23:00,51,1
13005.0,485.98,2,2010-10-04 11:07:00,66,1
13007.0,175.25,1,2010-05-09 10:38:00,214,0
13008.0,382.66,2,2010-11-07 10:34:00,32,1
13009.0,234.0,1,2010-02-05 12:22:00,307,0
13010.0,330.12,2,2010-11-30 15:09:00,9,1
13011.0,50.550000000000004,1,2010-12-02 17:22:00,7,1
13012.0,1310.99,3,2010-10-06 10:40:00,64,2
13019.0,1229.95,6,2010-11-25 14:56:00,14,3
13020.0,618.96,2,2010-05-26 11:12:00,197,0
13022.0,50.3,1,2010-10-06 10:50:00,64,1
13023.0,651.13,1,2010-06-29 09:52:00,163,0
13024.0,555.87,2,2010-08-26 09:42:00,105,1
13025.0,323.39,1,2009-12-08 10:02:00,366,0
13026.0,757.72,4,2010-08-08 10:43:00,123,3
13029.0,679.8,2,2010-11-30 08:59:00,9,1
13030.0,427.74,1,2010-12-06 14:31:00,3,1
13033.0,30.0,1,2010-10-06 09:37:00,64,1
13034.0,279.91,2,2010-12-05 14:52:00,4,1
13035.0,442.32,1,2010-10-04 15:41:00,66,1
13036.0,307.1,1,2010-01-24 11:35:00,319,0
13039.0,1010.73,4,2010-05-04 16:45:00,219,3
13041.0,799.13,4,2010-09-15 11:44:00,85,3
13042.0,1556.54,3,2010-04-20 13:43:00,233,2
13045.0,503.64,2,2010-11-03 12:49:00,36,1
13046.0,319.94,1,2010-09-09 13:09:00,91,1
13049.0,751.5600000000001,2,2010-11-15 14:44:00,24,2
13051.0,155.8,2,2010-05-10 09:14:00,213,0
13053.0,127.65,1,2010-03-28 11:28:00,256,0
13055.0,1106.7,1,2010-10-06 08:17:00,64,2
13056.0,209.48,1,2010-06-06 14:10:00,186,0
13057.0,722.09,3,2010-06-27 15:44:00,165,2
13063.0,188.4,1,2010-08-16 12:27:00,115,1
13064.0,561.25,2,2010-06-07 16:28:00,185,0
13065.0,1055.05,5,2010-12-01 16:52:00,8,3
13067.0,393.05,2,2010-10-26 12:15:00,44,1
13070.0,522.9,3,2010-09-06 12:37:00,94,2
13071.0,129.22,1,2010-04-06 13:37:00,247,0
13073.0,418.08,2,2010-10-24 14:06:00,46,1
13074.0,1378.74,4,2010-07-16 16:53:00,146,3
13076.0,135.4,1,2010-09-08 10:27:00,92,1
13079.0,199.08,1,2010-10-18 14:15:00,52,1
13080.0,222.65,3,2010-11-03 14:34:00,36,1
13083.0,91.67999999999999,1,2010-10-10 13:38:00,60,1
13084.0,122.39999999999999,1,2010-08-05 08:49:00,126,1
13086.0,439.33000000000004,1,2010-11-22 10:28:00,17,1
13087.0,313.64,1,2009-12-13 15:16:00,361,0
13088.0,236.11,1,2010-10-18 15:35:00,52,1
13091.0,762.98,1,2009-12-10 12:44:00,364,0
13094.0,505.8,2,2010-12-06 10:34:00,3,1
13096.0,419.70000000000005,1,2010-11-10 14:08:00,29,1
13101.0,594.21,3,2010-07-29 14:45:00,133,2
13103.0,465.70000000000005,2,2010-09-28 11:48:00,72,1
13104.0,610.62,3,2010-10-20 14:38:00,50,2
13105.0,72.0,1,2010-09-29 13:41:00,71,1
13106.0,526.96,1,2010-10-22 13:10:00,48,1
13108.0,748.46,2,2010-12-02 10:35:00,7,2
13109.0,347.49,1,2010-06-06 12:59:00,186,0
13110.0,1468.8000000000002,5,2010-09-28 15:23:00,72,3
13111.0,321.88000000000005,1,2009-12-21 09:00:00,353,0
13112.0,20.6,1,2010-06-16 17:03:00,176,0
13114.0,234.38,1,2009-12-09 09:56:00,365,0
13118.0,1217.6,4,2010-11-28 13:53:00,11,3
13119.0,134.9,1,2010-02-09 08:38:00,303,0
13123.0,506.75,2,2010-08-24 10:18:00,107,1
13124.0,916.12,1,2010-11-19 15:50:00,20,2
13125.0,158.57,1,2010-07-04 11:58:00,158,0
13128.0,263.5,1,2010-03-18 15:08:00,266,0
13129.0,233.25,2,2010-09-13 13:47:00,87,1
13133.0,90.65,1,2010-09-06 15:30:00,94,1
13134.0,681.65,2,2010-11-02 13:58:00,37,2
13135.0,275.45,1,2010-08-05 17:28:00,126,1
13138.0,504.85,2,2010-12-02 15:03:00,7,1
13140.0,791.96,3,2010-12-08 15:12:00,1,2
13143.0,405.1,1,2010-05-04 12:22:00,219,0
13144.0,24.4,1,2010-10-04 14:14:00,66,1
13145.0,805.0,4,2010-12-02 18:06:00,7,3
13150.0,449.96999999999997,3,2010-08-12 12:59:00,119,1
13151.0,1312.3700000000001,2,2010-03-24 09:31:00,260,2
13154.0,1624.84,3,2010-11-05 16:00:00,34,2
13155.0,778.42,3,2010-12-06 12:44:00,3,2
13156.0,1586.54,3,2010-11-19 13:09:00,20,2
13158.0,307.12,1,2010-11-16 17:12:00,23,1
13161.0,366.13,1,2010-07-27 12:44:00,135,1
13163.0,17.65,1,2010-04-08 16:21:00,245,0
13164.0,372.2,2,2010-05-19 13:52:00,204,0
13165.0,429.68,1,2010-10-22 17:04:00,48,1
13166.0,466.98,1,2010-10-21 14:29:00,49,1
13167.0,333.82,1,2010-11-14 12:58:00,25,1
13168.0,556.12,1,2010-06-15 15:00:00,177,0
13169.0,127.2,1,2010-05-26 15:58:00,197,0
13172.0,69.6,1,2010-11-04 15:10:00,35,1
13175.0,831.45,2,2010-05-06 13:13:00,217,0
13177.0,229.75,1,2010-10-05 10:35:00,65,1
13179.0,572.3100000000001,1,2010-03-31 11:40:00,253,0
13180.0,86.10000000000001,1,2010-04-11 13:37:00,242,0
13181.0,359.69,1,2010-11-23 15:05:00,16,1
13187.0,111.99,3,2010-03-25 19:06:00,259,0
13190.0,570.66,3,2010-06-13 15:47:00,179,2
13191.0,159.21,1,2010-02-19 17:02:00,293,0
13192.0,1646.6399999999999,4,2010-06-22 09:52:00,170,3
13194.0,412.08,1,2010-10-14 11:54:00,56,1
13195.0,172.38,1,2010-10-21 13:07:00,49,1
13196.0,1271.06,3,2010-09-22 14:01:00,78,2
13197.0,373.01000000000005,1,2010-04-09 09:14:00,244,0
13198.0,1572.99,2,2010-11-17 14:25:00,22,2
13201.0,1240.6100000000001,4,2010-07-25 14:30:00,137,3
13204.0,966.6600000000001,1,2009-12-08 14:56:00,366,0
13207.0,285.6,2,2010-09-14 15:44:00,86,1
13208.0,764.6,3,2010-09-16 19:43:00,84,2
13215.0,81.6,1,2010-11-02 18:26:00,37,1
13217.0,132.5,1,2010-02-22 12:49:00,290,0
13219.0,76.23,1,2010-03-31 14:18:00,253,0
13220.0,516.8,1,2010-05-13 10:35:00,210,0
13222.0,88.5,1,2010-05-11 13:54:00,212,0
13223.0,805.9200000000001,4,2010-10-12 11:07:00,58,3
13226.0,204.25,1,2010-11-11 13:46:00,28,1
13233.0,571.34,2,2010-10-15 11:49:00,55,1
13234.0,356.95,2,2010-02-05 11:41:00,307,0
13237.0,643.0,1,2010-11-17 10:07:00,22,1
13238.0,305.9,2,2010-10-05 12:38:00,65,1
13239.0,1265.1299999999999,4,2010-09-28 17:21:00,72,3
13240.0,1069.42,5,2010-12-09 12:49:00,0,3
13241.0,115.58,1,2010-10-24 11:17:00,46,1
13242.0,429.0,4,2010-09-14 13:53:00,86,3
13243.0,677.97,4,2010-09-16 13:18:00,84,3
13245.0,558.72,1,2010-10-03 14:03:00,67,1
13246.0,1400.1299999999999,5,2010-11-11 12:54:00,28,3
13249.0,897.52,6,2010-11-03 14:05:00,36,3
13250.0,256.04,2,2010-09-05 11:33:00,95,1
13251.0,252.68,1,2010-11-02 13:20:00,37,1
13252.0,399.3,2,2010-11-10 16:00:00,29,1
13254.0,51.410000000000004,1,2010-11-28 15:42:00,11,1
13255.0,504.95,2,2010-12-01 11:58:00,8,1
13257.0,149.75,1,2010-09-29 14:58:00,71,1
13258.0,336.59999999999997,2,2010-11-25 10:54:00,14,1
13262.0,373.16,2,2010-11-15 12:20:00,24,1
13263.0,1250.6200000000001,4,2010-11-11 15:49:00,28,3
13264.0,722.5600000000001,1,2010-09-23 12:42:00,77,1
13270.0,590.0,1,2010-12-08 14:53:00,1,1
13274.0,360.85,1,2010-10-26 13:48:00,44,1
13275.0,241.66,2,2010-11-21 12:09:00,18,1
13276.0,1348.33,3,2010-11-07 14:17:00,32,2
13277.0,264.9,3,2010-11-24 15:34:00,15,1
13278.0,882.62,3,2010-11-05 11:42:00,34,2
13280.0,1507.77,4,2010-11-25 14:51:00,14,3
13281.0,350.85,1,2010-09-26 16:03:00,74,1
13282.0,181.05,1,2010-10-29 14:11:00,41,1
13283.0,279.7,2,2010-05-21 13:56:00,202,0
13285.0,655.47,2,2010-04-18 13:38:00,235,0
13286.0,734.91,1,2010-04-18 15:35:00,235,0
13287.0,781.59,3,2010-04-15 15:26:00,238,2
13288.0,927.61,5,2010-09-22 16:32:00,78,3
13289.0,307.95,1,2009-12-16 11:53:00,358,0
13292.0,415.57,3,2010-10-20 13:15:00,50,1
13293.0,1192.94,6,2010-11-12 13:28:00,27,3
13294.0,815.79,1,2010-03-03 12:54:00,281,0
13295.0,900.77,3,2010-11-28 14:14:00,11,2
13296.0,705.11,5,2010-10-12 12:41:00,58,3
13299.0,1076.2,2,2010-10-12 10:53:00,58,2
13300.0,913.62,2,2010-11-16 17:10:00,23,2
13302.0,95.45,1,2010-07-01 12:32:00,161,0
13303.0,61.72,1,2010-11-04 14:55:00,35,1
13304.0,917.57,3,2010-09-10 10:09:00,90,2
13306.0,53.65,1,2010-10-05 14:55:00,65,1
13307.0,258.34,2,2010-08-09 12:56:00,122,1
13308.0,284.86,1,2010-04-22 09:22:00,231,0
13309.0,249.58,1,2010-11-12 12:10:00,27,1
13310.0,409.17,2,2010-11-24 09:14:00,15,1
13312.0,124.75,1,2010-09-14 14:36:00,86,1
13315.0,310.26,1,2010-01-19 15:34:00,324,0
13320.0,679.4,2,2010-10-01 14:59:00,69,2
13326.0,281.76,1,2010-10-03 16:00:00,67,1
13330.0,1665.25,3,2010-09-10 14:12:00,90,2
13331.0,262.4,1,2010-11-03 08:04:00,36,1
13333.0,1015.74,3,2010-10-24 13:24:00,46,2
13337.0,1575.26,1,2010-06-11 13:27:00,181,2
13346.0,299.4,6,2010-09-03 11:41:00,97,3
13359.0,553.75,1,2010-11-01 15:05:00,38,1
13360.0,1503.65,4,2010-10-04 12:37:00,66,3
13361.0,1450.5,2,2010-08-24 14:56:00,107,2
13363.0,731.36,1,2010-10-26 11:07:00,44,1
13367.0,460.20000000000005,1,2010-10-04 10:00:00,66,1
13368.0,448.1,2,2010-10-21 09:43:00,49,1
13369.0,258.28000000000003,1,2010-12-09 11:30:00,0,1
13370.0,754.87,1,2010-12-03 10:26:00,6,1
13374.0,372.8,2,2010-10-21 10:04:00,49,1
13375.0,1013.58,1,2010-09-21 08:12:00,79,2
13377.0,1452.88,2,2010-11-08 12:20:00,31,2
13380.0,62.4,1,2010-10-03 10:18:00,67,1
13382.0,1164.59,4,2010-10-07 09:28:00,63,3
13383.0,305.28000000000003,1,2010-06-14 11:45:00,178,0
13386.0,835.46,2,2010-10-21 12:52:00,49,2
13387.0,184.34,1,2010-10-18 14:07:00,52,1
13388.0,508.55,1,2010-04-15 10:18:00,238,0
13392.0,91.14,1,2010-01-31 13:34:00,312,0
